Stock Number,Name,Brand,Collection,Department,Item Type,Styles,Gender,Materials,Description,Image 1,Details,Availability,Price Notes,Price,Width,Fit,Settings,Total Carat Weight,xItem Sub Type
"ER12703DMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","30RD=.07 2MP=.27 14KY","https://bassalijewelry.com/images/items/ER12703DMP.jpg","","1","","660","","","","","Studs"
"ER12703KDMP","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","30RD=.07 2MP=.27 14KR","https://bassalijewelry.com/images/items/ER12703KDMP.jpg","","1","","660","","","","","Studs"
"ER12703KDTQ","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","30RD=.07 2TQ=.24 14KR","https://bassalijewelry.com/images/items/ER12703KDTQ.jpg","","1","","720","","","","","Studs"
"ER12703WDLP","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","30RD=.07 2LP=.31 14KW","https://bassalijewelry.com/images/items/ER12703WDLP.jpg","","1","","690","","","","","Studs"
"ER12709D","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","64RD=.14 14KY","https://bassalijewelry.com/images/items/ER12709D.jpg","","1","","960","","","","","Dangle"
"ER12709KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","64RD=.14 14KR","https://bassalijewelry.com/images/items/ER12709KD.jpg","","1","","960","","","","","Dangle"
"ER12711KD","","Bassali Jewelry","","Fashion","Earring","","M","14K Rose Gold","56RD=.16 14KR","https://bassalijewelry.com/images/items/ER12711KD.jpg","","1","","900","","","","","Dangle"
"RG12618XD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Two-tone","26RD=.28 14KYW","https://bassalijewelry.com/images/items/RG12618XD.jpg","","1","","1890","","","","","Band"
"RG12619D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","34RD=.33 14KY","https://bassalijewelry.com/images/items/RG12619D.jpg","","1","","2490","","","","","Fashion"
"RG12621D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","9RD=.12 14KY","https://bassalijewelry.com/images/items/RG12621D.jpg","","1","","600","","","","","Band"
"RG12621KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","9RD=.12 14KR","https://bassalijewelry.com/images/items/RG12621KD.jpg","","1","","600","","","","","Band"
"RG12621WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","9RD=.12 14KW","https://bassalijewelry.com/images/items/RG12621WD.jpg","","1","","600","","","","","Band"
"ER0126DS","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","2RD=.12 16RD/SAPH S=.80","https://bassalijewelry.com/images/items/ER0126DS.jpg","","2","","720","","","","","Studs"
"RG12622KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","36RD=.25 14KR","https://bassalijewelry.com/images/items/RG12622KD.jpg","","1","","1140","","","","","Band"
"RG12622WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","36RD=.25 14KW","https://bassalijewelry.com/images/items/RG12622WD.jpg","","1","","1140","","","","","Band"
"RG12623D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","80RD=.28 14KY","https://bassalijewelry.com/images/items/RG12623D.jpg","","1","","1560","","","","","Fashion"
"RG12626ZD","","Bassali Jewelry","","Fashion","Ring","","M","14K Two-tone","124RD=.38 14KWR","https://bassalijewelry.com/images/items/RG12626ZD.jpg","","1","","1980","","","","","Fashion"
"RG12634WDS","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","23RD=.17 15RD/SAPH S=.23 14KW","https://bassalijewelry.com/images/items/RG12634WDS.jpg","","1","","1500","","","","","Fashion"
"RG12640D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","5RD=.12 14KY","https://bassalijewelry.com/images/items/RG12640D.jpg","","1","","810","","","","","Band"
"RG12640KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","5RD=.12 14KR","https://bassalijewelry.com/images/items/RG12640KD.jpg","","1","","810","","","","","Band"
"RG12640WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","5RD=.12 14KW","https://bassalijewelry.com/images/items/RG12640WD.jpg","","1","","810","","","","","Band"
"RG12641DG","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","16RD=.10 1MQ/GARN GN=.60 14KY","https://bassalijewelry.com/images/items/RG12641DG.jpg","","1","","900","","","","","Centerstone"
"RG12641KDA","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","16RD=.10 1MQ/AMET AM=.49 14KR","https://bassalijewelry.com/images/items/RG12641KDA.jpg","","2","","900","","","","","Centerstone"
"RG12641WDB","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","16RD=.10 1MQ/BTOP BT=.62 14KW","https://bassalijewelry.com/images/items/RG12641WDB.jpg","","1","","900","","","","","Centerstone"
"RG12642DD","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","16RD=.09 1EC/PERD PD=.63 14KY","https://bassalijewelry.com/images/items/RG12642DD.jpg","","2","","900","","","","","Centerstone"
"RG12642KDP","","Bassali Jewelry","","Fashion","Ring","","M","14K Rose Gold","16RD=.09 1EC/PSAP PS=.56 14KR","https://bassalijewelry.com/images/items/RG12642KDP.jpg","","1","","1080","","","","","Centerstone"
"RG12642WDQ","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","16RD=.09 1EC/AQUA AQ=.53 14KW","https://bassalijewelry.com/images/items/RG12642WDQ.jpg","","1","","900","","","","","Centerstone"
"RG12644D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","7RD=.11 14KY","https://bassalijewelry.com/images/items/RG12644D.jpg","","1","","630","","","","","Cluster"
"RG12644WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","7RD=.11 14KW","https://bassalijewelry.com/images/items/RG12644WD.jpg","","1","","630","","","","","Cluster"
"RG12645D","","Bassali Jewelry","","Fashion","Ring","","M","14K Yellow Gold","6RD=.08 14KY","https://bassalijewelry.com/images/items/RG12645D.jpg","","1","","600","","","","","Cluster"
"RG12645WD","","Bassali Jewelry","","Fashion","Ring","","M","14K White Gold","6RD=.08 14KW","https://bassalijewelry.com/images/items/RG12645WD.jpg","","1","","600","","","","","Cluster"
"RG12646D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","20RD=.10 14KY","https://bassalijewelry.com/images/items/RG12646D.jpg","","1","","1620","","","","","Band"
"RG12647D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","20RD=.10 14KY","https://bassalijewelry.com/images/items/RG12647D.jpg","","1","","1620","","","","","Band"
"RG12648D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","20RD=.10 14KY","https://bassalijewelry.com/images/items/RG12648D.jpg","","1","","1890","","","","","Band"
"RG12650D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","20RD=.10 14KY","https://bassalijewelry.com/images/items/RG12650D.jpg","","1","","2040","","","","","Band"
"RG12651D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","40RD=.20 14KY","https://bassalijewelry.com/images/items/RG12651D.jpg","","1","","2520","","","","","Band"
"RG12652D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","12RD=.12 14KY","https://bassalijewelry.com/images/items/RG12652D.jpg","","1","","1050","","","","","Band"
"RG12652KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","12RD=.12 14KR","https://bassalijewelry.com/images/items/RG12652KD.jpg","","1","","1050","","","","","Band"
"RG12652WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","12RD=.12 14KW","https://bassalijewelry.com/images/items/RG12652WD.jpg","","1","","1050","","","","","Band"
"RG12653D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","10RD=.30 14KY","https://bassalijewelry.com/images/items/RG12653D.jpg","","1","","1590","","","","","Band"
"RG12653KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","10RD=.30 14KR","https://bassalijewelry.com/images/items/RG12653KD.jpg","","1","","1590","","","","","Band"
"RG12653WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","10RD=.30 14KW","https://bassalijewelry.com/images/items/RG12653WD.jpg","","1","","1590","","","","","Band"
"RG12654D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","10RD=.50 14KY","https://bassalijewelry.com/images/items/RG12654D.jpg","","1","","2250","","","","","Band"
"RG12654KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","10RD=.50 14KR","https://bassalijewelry.com/images/items/RG12654KD.jpg","","1","","2250","","","","","Band"
"RG12654WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","10RD=.50 14KW","https://bassalijewelry.com/images/items/RG12654WD.jpg","","1","","2250","","","","","Band"
"RG12658D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","7RD=.05 14KY","https://bassalijewelry.com/images/items/RG12658D.jpg","","1","","900","","","","","Band"
"RG12658WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","7RD=.05 14KW","https://bassalijewelry.com/images/items/RG12658WD.jpg","","1","","900","","","","","Band"
"RG12659D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","25RD=.25 14KY","https://bassalijewelry.com/images/items/RG12659D.jpg","","1","","2310","","","","","Band"
"RG12660D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","50RD=.50 14KY","https://bassalijewelry.com/images/items/RG12660D.jpg","","1","","3480","","","","","Band"
"RG12670D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","10RD=.10 14KY","https://bassalijewelry.com/images/items/RG12670D.jpg","","1","","960","","","","","Band"
"RG12670KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","10RD=.10 14KR","https://bassalijewelry.com/images/items/RG12670KD.jpg","","1","","960","","","","","Band"
"RG12670WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","10RD=.10 14KW","https://bassalijewelry.com/images/items/RG12670WD.jpg","","1","","960","","","","","Band"
"RG12671D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","7RD=.05 14KY","https://bassalijewelry.com/images/items/RG12671D.jpg","","1","","930","","","","","Band"
"RG12671KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","7RD=.05 14KR","https://bassalijewelry.com/images/items/RG12671KD.jpg","","1","","930","","","","","Band"
"RG12671WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","7RD=.05 14KW","https://bassalijewelry.com/images/items/RG12671WD.jpg","","1","","930","","","","","Band"
"RG12672D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","16RD=.16 14KY","https://bassalijewelry.com/images/items/RG12672D.jpg","","1","","2490","","","","","Band"
"RG12672KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","16RD=.16 14KR","https://bassalijewelry.com/images/items/RG12672KD.jpg","","1","","2490","","","","","Band"
"RG12677D","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Yellow Gold","5RD=.05 14KY","https://bassalijewelry.com/images/items/RG12677D.jpg","","1","","990","","","","","Band"
"RG12677KD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K Rose Gold","5RD=.05 14KR","https://bassalijewelry.com/images/items/RG12677KD.jpg","","1","","990","","","","","Band"
"RG12677WD","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","5RD=.05 14KW","https://bassalijewelry.com/images/items/RG12677WD.jpg","","1","","990","","","","","Band"
"RG12535WDS","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","17RD=.17 3RD/SAPH S=.16 14KW","https://bassalijewelry.com/images/items/RG12535WDS.jpg","","1","","930","","","","","Band"
"RG12538WDE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","60RD=.19 5RD/EMER E=.36 14KW","https://bassalijewelry.com/images/items/RG12538WDE.jpg","","1","","1560","","","","","Band"
"RG12475WDE","","Bassali Jewelry","","Bridal-engagement","Ring","","M","14K White Gold","84RD=.25 7RD/EMER E=.52 14KW","https://bassalijewelry.com/images/items/RG12475WDE.jpg","","1","","1920","","","","","Band"
"ER4671WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD=.40","https://bassalijewelry.com/images/items/ER4671WD.jpg","","1","","1500","","","","","Hoops"
"ER4717DR","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","20RD DI 2OV RUBY D=.30 R=1.40","https://bassalijewelry.com/images/items/ER4717DR.jpg","","1","","1020","","","","","Dangle"
"ER4717DS","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","20RD DI 2OV SAPH D=.30 S=1.40","https://bassalijewelry.com/images/items/ER4717DS.jpg","","1","","900","","","","","Dangle"
"ER4802WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","46RD=.60 14K","https://bassalijewelry.com/images/items/ER4802WD.jpg","","1","","2100","","","","","Studs"
"ER4840WDC","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD=.40 2OV/CITR C=2.80","https://bassalijewelry.com/images/items/ER4840WDC.jpg","","1","","1200","","","","","Studs"
"ER4908WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","54RD DI D=.50","https://bassalijewelry.com/images/items/ER4908WD.jpg","","1","","1050","","","","","Studs"
"ER4937WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","68RD DI D=1.02","https://bassalijewelry.com/images/items/ER4937WD.jpg","","1","","1080","","","","","Dangle"
"ER4994WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","48RD=.50","https://bassalijewelry.com/images/items/ER4994WD.jpg","","1","","960","","","","","Hoops"
"ER5010WDS","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","56RD=.60 18PC/SAPH S=1.80 14K","https://bassalijewelry.com/images/items/ER5010WDS.jpg","","1","","2700","","","","","Hoops"
"ER3597DR","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD DI 2RD RUBY  D=.20 R=.80","https://bassalijewelry.com/images/items/ER3597DR.jpg","","1","","720","","","","","Dangle"
"ER3597DT","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","6RD DI 2RD TANZ  D=.20 TZ=.60","https://bassalijewelry.com/images/items/ER3597DT.jpg","","1","","600","","","","","Dangle"
"ER3597WDA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","6RD=.20 2RD/AMET A=.80","https://bassalijewelry.com/images/items/ER3597WDA.jpg","","1","","600","","","","","Dangle"
"ER3597WDC","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","6RD=.20 2RD/CITR C=.80","https://bassalijewelry.com/images/items/ER3597WDC.jpg","","1","","600","","","","","Dangle"
"ER0126DT","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","2RD DI 16RD TANZ D=.12 TZ=.70","https://bassalijewelry.com/images/items/ER0126DT.jpg","","1","","720","","","","","Studs"
"ER0126WDA","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD=.12 16RD/AMET A=.80","https://bassalijewelry.com/images/items/ER0126WDA.jpg","","1","","720","","","","","Studs"
"ER5018C","","Bassali Jewelry","","Fashion","Earring","","M","14K Yellow Gold","2RD CITR C=1.10","https://bassalijewelry.com/images/items/ER5018C.jpg","","1","","300","","","","","Studs"
"ER5018WC","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD/CITR C=1.10","https://bassalijewelry.com/images/items/ER5018WC.jpg","","1","","450","","","","","Studs"
"ER5018WST","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD STOP ST=1.10","https://bassalijewelry.com/images/items/ER5018WST.jpg","","1","","360","","","","","Studs"
"ER5032WDEB","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","6RD DI D=.06      ENAMEL","https://bassalijewelry.com/images/items/ER5032WDEB.jpg","","1","","600","","","","","Studs"
"ER5032WDEY","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","6RD DI D=.06      ENAMEL","https://bassalijewelry.com/images/items/ER5032WDEY.jpg","","1","","600","","","","","Studs"
"ER5171WDB","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD DI 2OV BTOP  D=.06 BT=4.60","https://bassalijewelry.com/images/items/ER5171WDB.jpg","","1","","1200","","","","","Dangle"
"ER5171WDD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD DI 2OV PERD  D=.06 PD=4.00","https://bassalijewelry.com/images/items/ER5171WDD.jpg","","1","","1350","","","","","Dangle"
"ER5171WDG","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD DI 2OV GARN  D=.06 G=4.00","https://bassalijewelry.com/images/items/ER5171WDG.jpg","","1","","1350","","","","","Dangle"
"ER5171WDQ","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","2RD DI 2OV AQUA  D=.06 AQ=4.50","https://bassalijewelry.com/images/items/ER5171WDQ.jpg","","1","","1350","","","","","Dangle"
"ER5304WDY","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","36RD=.27 2OV/YSAP YS=.53 14K","https://bassalijewelry.com/images/items/ER5304WDY.jpg","","1","","1050","","","","","Dangle"
"ER5307WDC","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","40RD DI 2OV2RD CITR D=.45 C.55","https://bassalijewelry.com/images/items/ER5307WDC.jpg","","1","","1500","","","","","Dangle"
"ER5350WO","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","16PC/OSAP OS=3.15","https://bassalijewelry.com/images/items/ER5350WO.jpg","","1","","1350","","","","","Hoops"
"ER5351WDM","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","16PC YSAP S=3.40","https://bassalijewelry.com/images/items/ER5351WDM.jpg","","1","","900","","","","","Hoops"
"ER5502WD","","Bassali Jewelry","","Fashion","Earring","","M","14K White Gold","22RD=.35 14K","https://bassalijewelry.com/images/items/ER5502WD.jpg","","1","","1500","","","","","Hoops"
